id,price_doc
30890,7817747.5
30891,3902639.5
30892,3902639.5
30893,4636790.5
30894,5472537.5
30895,4514582.0
30896,6860603.0
30897,8194884.0
30898,7171743.0
30899,6610040.0
30900,3758958.0
30901,7024439.5
30902,2501585.5
30903,7099594.0
30904,7242826.0
30905,5965161.0
30906,7681856.5
30907,13171174.0
30908,4418442.0
30909,12218996.0
30910,7489296.5
30911,4949555.0
30912,6975482.5
30913,21635212.0
30914,6107076.0
30915,9720288.0
30916,5541202.0
30917,9352304.0
30918,7048835.0
30919,5901159.0
30920,5224136.0
30921,4266051.0
30922,6959877.5
30923,3779642.8
30924,5628373.0
30925,14076980.0
30926,6907977.5
30927,7985155.5
30928,5096668.0
30929,5628373.0
30930,10429342.0
30931,13147500.0
30932,4963016.5
30933,5468890.5
30934,13057706.0
30935,7171743.0
30936,6827087.0
30937,9406956.0
30938,4140419.2
30939,9691448.0
30940,6865142.5
30941,6538562.5
30942,3951515.8
30943,7519406.0
30944,4999762.5
30945,4177345.5
30946,14959498.0
30947,7225473.5
30948,7929476.5
30949,6337936.5
30950,7217171.5
30951,17655040.0
30952,7820679.0
30953,10570042.0
30954,4809296.0
30955,6792764.0
30956,6666229.5
30957,6320807.0
30958,33052334.0
30959,8473088.0
30960,8397592.0
30961,7718853.0
30962,12536256.0
30963,4086517.8
30964,4378652.5
30965,7308530.0
30966,11619570.0
30967,12855102.0
30968,4028333.5
30969,3539488.8
30970,6740448.0
30971,13676388.0
30972,3539488.8
30973,5120945.0
30974,5323816.0
30975,8134883.0
30976,5681642.0
30977,7304692.5
30978,7684836.0
30979,3779642.8
30980,9422600.0
30981,6192220.0
30982,8070541.5
30983,3867048.8
30984,5965161.0
30985,3901704.5
30986,9997608.0
30987,8743794.0
30988,6514190.5
30989,7840130.5
30990,13561372.0
30991,9233896.0
30992,2974654.5
30993,8018086.0
30994,6002132.5
30995,7646701.0
30996,5965161.0
30997,7223353.5
30998,6903988.5
30999,6880624.0
31000,8183870.5
31001,6706398.5
31002,10833752.0
31003,9309018.0
31004,4489932.5
31005,3242797.2
31006,8602318.0
31007,6389618.0
31008,5012542.0
31009,7751980.5
31010,6828077.5
31011,4514582.0
31012,6273047.5
31013,8077882.5
31014,13053510.0
31015,8606578.0
31016,4514582.0
31017,9798294.0
31018,6115962.5
31019,4759175.0
31020,7538555.5
31021,12637040.0
31022,22954348.0
31023,9819530.0
31024,5520560.5
31025,6404223.0
31026,6959014.5
31027,4619089.0
31028,5535298.0
31029,9025234.0
31030,6692355.0
31031,9906450.0
31032,10635328.0
31033,10456362.0
31034,6731367.5
31035,10172010.0
31036,7216407.5
31037,28089868.0
31038,4369431.5
31039,9201780.0
31040,5973092.0
31041,4407446.5
31042,4916096.5
31043,6514721.5
31044,8811156.0
31045,6800990.0
31046,15067664.0
31047,8636796.0
31048,6849113.0
31049,5952225.0
31050,7759362.0
31051,6341261.0
31052,3867048.8
31053,14527102.0
31054,6665328.5
31055,5501163.5
31056,12528414.0
31057,5628373.0
31058,7470882.0
31059,3217786.2
31060,7190219.5
31061,6706398.5
31062,6491796.0
31063,3758958.0
31064,5323816.0
31065,12396736.0
31066,4636790.5
31067,8810294.0
31068,4204096.0
31069,4797442.5
31070,4840886.0
31071,3779642.8
31072,9596792.0
31073,2501585.5
31074,6804080.0
31075,7354458.0
31076,7957227.0
31077,5965161.0
31078,4260199.5
31079,4886975.0
31080,6523135.0
31081,2974654.5
31082,11120762.0
31083,4999762.5
31084,9798294.0
31085,11602562.0
31086,3994271.8
31087,4759954.5
31088,8401646.0
31089,6191886.5
31090,33395562.0
31091,3541233.8
31092,7190219.5
31093,6259821.0
31094,7074683.5
31095,5194946.0
31096,26682994.0
31097,11679900.0
31098,12132878.0
31099,17499188.0
31100,4937840.0
31101,4629144.5
31102,6428843.5
31103,11581674.0
31104,5495992.5
31105,7941629.5
31106,4759175.0
31107,8358719.5
31108,7492684.5
31109,5072592.5
31110,9798294.0
31111,10928684.0
31112,6132450.5
31113,3756122.8
31114,4815642.0
31115,5098797.0
31116,6968118.0
31117,6944135.0
31118,3867048.8
31119,3231768.8
31120,5783000.0
31121,5973092.0
31122,7025963.0
31123,4635918.5
31124,6044821.5
31125,12928872.0
31126,19656314.0
31127,5776839.0
31128,6695887.5
31129,5154789.0
31130,12987546.0
31131,7773617.5
31132,9480916.0
31133,9801642.0
31134,7358346.0
31135,10901128.0
31136,10479874.0
31137,4629620.5
31138,7036451.5
31139,4086517.8
31140,7096364.5
31141,7435617.0
31142,9798294.0
31143,5374121.0
31144,4149924.8
31145,5814140.5
31146,5361847.0
31147,11886364.0
31148,6266291.5
31149,2501585.5
31150,8991556.0
31151,5401827.0
31152,8375356.5
31153,4884240.5
31154,16945874.0
31155,6423845.0
31156,9891780.0
31157,4045817.0
31158,9893320.0
31159,6665328.5
31160,5701489.0
31161,3539488.8
31162,4841430.5
31163,5751512.0
31164,6237475.5
31165,6740448.0
31166,5965161.0
31167,6300028.0
31168,11074230.0
31169,9193062.0
31170,6340494.0
31171,15991034.0
31172,5111308.0
31173,10180688.0
31174,9283748.0
31175,15636474.0
31176,4855387.0
31177,8991556.0
31178,4407446.5
31179,4669949.5
31180,4204096.0
31181,12458742.0
31182,6565943.5
31183,8826366.0
31184,6148163.5
31185,4489932.5
31186,9733878.0
31187,3756122.8
31188,4635918.5
31189,5290349.5
31190,6973662.5
31191,13567138.0
31192,4045150.8
31193,6171063.0
31194,10708812.0
31195,9305354.0
31196,5237154.5
31197,14699386.0
31198,6919473.0
31199,6523135.0
31200,11194758.0
31201,3916411.8
31202,4020571.5
31203,6706398.5
31204,3695439.2
31205,8565938.0
31206,5882805.0
31207,4180665.5
31208,4763453.0
31209,4557390.0
31210,6222800.5
31211,6893928.5
31212,5926498.0
31213,11180442.0
31214,6865142.5
31215,4855387.0
31216,5965161.0
31217,7766287.0
31218,8245495.5
31219,3795900.2
31220,6901275.5
31221,4060313.2
31222,7265898.5
31223,9758712.0
31224,6969824.0
31225,12833600.0
31226,6665328.5
31227,9798294.0
31228,12687744.0
31229,4606389.5
31230,6036533.0
31231,4489932.5
31232,7163754.0
31233,6523135.0
31234,6736836.5
31235,5098797.0
31236,6512367.5
31237,11140206.0
31238,6523135.0
31239,13419086.0
31240,6919928.5
31241,6523135.0
31242,7869166.5
31243,4086517.8
31244,7766287.0
31245,7496557.5
31246,10287464.0
31247,4870526.5
31248,6681837.0
31249,9819530.0
31250,5776839.0
31251,7190219.5
31252,6753144.0
31253,9503410.0
31254,7054410.5
31255,12325398.0
31256,6551530.5
31257,4884240.5
31258,10922854.0
31259,11571512.0
31260,8247070.5
31261,25326550.0
31262,5965161.0
31263,6211568.0
31264,4113927.8
31265,10698340.0
31266,7413907.5
31267,4113927.8
31268,4514582.0
31269,8398910.0
31270,4489932.5
31271,5682886.0
31272,18322934.0
31273,7880411.0
31274,5989884.5
31275,7050312.5
31276,6772185.5
31277,5262239.0
31278,15902976.0
31279,15067664.0
31280,8595530.0
31281,7190219.5
31282,12637040.0
31283,6753144.0
31284,4312750.0
31285,5509986.0
31286,7780964.0
31287,9997608.0
31288,4407446.5
31289,8708638.0
31290,6222800.5
31291,7407707.5
31292,3994271.8
31293,7766287.0
31294,4086517.8
31295,18881370.0
31296,9798294.0
31297,7185742.0
31298,3883950.5
31299,9819530.0
31300,7659486.5
31301,7048392.0
31302,5509588.0
31303,8937036.0
31304,7293099.0
31305,10843836.0
31306,3239578.8
31307,6266291.5
31308,8292982.0
31309,9913510.0
31310,63146700.0
31311,5581359.0
31312,6024840.5
31313,12171702.0
31314,6523135.0
31315,9989910.0
31316,11882914.0
31317,19186914.0
31318,9970694.0
31319,6865142.5
31320,6728443.5
31321,8274397.0
31322,9899428.0
31323,8540238.0
31324,7226177.5
31325,5987162.5
31326,6140177.0
31327,8422118.0
31328,14503338.0
31329,5098797.0
31330,10727378.0
31331,8898482.0
31332,5912008.0
31333,5380767.0
31334,4514582.0
31335,7555018.5
31336,8211322.0
31337,8060966.0
31338,4237836.0
31339,5408871.0
31340,7522229.5
31341,9819530.0
31342,4968603.5
31343,3758958.0
31344,4271204.5
31345,5337807.0
31346,4117863.8
31347,9155502.0
31348,11770394.0
31349,11615996.0
31350,3756122.8
31351,6203920.5
31352,9547162.0
31353,5457749.5
31354,8134730.0
31355,9799248.0
31356,4636790.5
31357,5347457.0
31358,2974654.5
31359,6463261.5
31360,12071778.0
31361,5117272.5
31362,9901002.0
31363,5072592.5
31364,3569554.0
31365,3758958.0
31366,7489376.5
31367,9465660.0
31368,6599990.0
31369,4855387.0
31370,10165640.0
31371,8806640.0
31372,6769932.0
31373,5900039.5
31374,6491796.0
31375,6045336.0
31376,6523135.0
31377,10046418.0
31378,6551471.5
31379,27255262.0
31380,4871817.5
31381,8030028.0
31382,5491746.0
31383,8168824.0
31384,28146166.0
31385,14884666.0
31386,9781018.0
31387,13433490.0
31388,5517417.0
31389,4336014.0
31390,8126930.0
31391,4884240.5
31392,10659994.0
31393,9951606.0
31394,6395291.5
31395,4146603.2
31396,9654422.0
31397,7405039.0
31398,3373837.8
31399,11491268.0
31400,4517553.5
31401,11458362.0
31402,9224844.0
31403,5323816.0
31404,5299737.5
31405,4916096.5
31406,6146357.5
31407,3758958.0
31408,6753144.0
31409,5499749.5
31410,11464574.0
31411,9113766.0
31412,11325820.0
31413,8517018.0
31414,4569172.5
31415,14993794.0
31416,7134486.5
31417,5931255.0
31418,7487765.5
31419,9579774.0
31420,9906450.0
31421,8324176.5
31422,7070064.5
31423,7766287.0
31424,18389708.0
31425,5839427.5
31426,5253657.5
31427,6546813.0
31428,9132880.0
31429,14881706.0
31430,4855387.0
31431,5098797.0
31432,4693304.5
31433,5996064.0
31434,4086517.8
31435,11542306.0
31436,9758712.0
31437,12528414.0
31438,8322806.0
31439,14622282.0
31440,7238135.0
31441,6386523.0
31442,7742425.0
31443,11915940.0
31444,7357966.0
31445,10555732.0
31446,13465650.0
31447,6759224.0
31448,8188630.5
31449,8883326.0
31450,6863750.0
31451,9047346.0
31452,11805430.0
31453,3541233.8
31454,5806882.5
31455,6860379.0
31456,5323816.0
31457,5755475.5
31458,17470164.0
31459,8526708.0
31460,5323816.0
31461,4849664.5
31462,3695439.2
31463,5098797.0
31464,8400532.0
31465,5248553.5
31466,52401460.0
31467,3779642.8
31468,14686736.0
31469,5323816.0
31470,5100652.0
31471,13917998.0
31472,2974654.5
31473,7292312.5
31474,4408160.0
31475,6956655.0
31476,19488268.0
31477,7171079.0
31478,5143835.5
31479,6247117.0
31480,10365208.0
31481,8396940.0
31482,10756930.0
31483,9211826.0
31484,6632099.5
31485,3583895.2
31486,3239578.8
31487,4736471.0
31488,14398520.0
31489,9650500.0
31490,4916096.5
31491,5782790.0
31492,9028200.0
31493,12127806.0
31494,6064817.0
31495,5512480.5
31496,9358364.0
31497,4873880.5
31498,6244987.0
31499,10259476.0
31500,10834538.0
31501,9571116.0
31502,10201866.0
31503,6125601.0
31504,10650468.0
31505,20698468.0
31506,8479988.0
31507,7075464.0
31508,6406612.5
31509,6149300.5
31510,6856567.0
31511,5323816.0
31512,6192220.0
31513,29788532.0
31514,28839598.0
31515,2884120.0
31516,16691396.0
31517,6250442.5
31518,8333656.5
31519,6514721.5
31520,7799772.0
31521,5512221.0
31522,4407446.5
31523,7347295.5
31524,9402502.0
31525,10770232.0
31526,5965161.0
31527,7444112.5
31528,4791449.0
31529,5732254.5
31530,6420579.5
31531,8980756.0
31532,5965161.0
31533,14816014.0
31534,7974597.5
31535,10857982.0
31536,8295002.0
31537,4636790.5
31538,5190420.5
31539,3883950.5
31540,9798294.0
31541,2977482.0
31542,5906112.5
31543,3758958.0
31544,5323816.0
31545,7220680.0
31546,12528414.0
31547,6059567.5
31548,6150858.5
31549,5776839.0
31550,5402354.5
31551,5831182.0
31552,8584024.0
31553,6156050.0
31554,7638705.5
31555,3906087.2
31556,7405039.0
31557,6348779.5
31558,9997608.0
31559,2977482.0
31560,7405039.0
31561,6918843.0
31562,32391544.0
31563,4223729.0
31564,10314026.0
31565,9798294.0
31566,6217547.5
31567,19534602.0
31568,8269941.5
31569,7171743.0
31570,6894336.0
31571,5491489.0
31572,3829943.0
31573,5458893.5
31574,10588380.0
31575,5965161.0
31576,7684816.5
31577,4999762.5
31578,7555277.0
31579,5098797.0
31580,7161971.0
31581,5853816.5
31582,6807931.0
31583,7886569.0
31584,4362333.5
31585,6865142.5
31586,12461132.0
31587,13623272.0
31588,9197636.0
31589,3810894.8
31590,6587805.5
31591,6691434.5
31592,8264388.0
31593,7652732.5
31594,7804893.0
31595,5720483.0
31596,3921965.5
31597,6226210.0
31598,3559048.8
31599,7382004.5
31600,7281266.0
31601,17392818.0
31602,5467131.5
31603,13630574.0
31604,5258958.5
31605,5323816.0
31606,6341261.0
31607,6934536.0
31608,5467131.5
31609,5975022.0
31610,8188707.0
31611,5973092.0
31612,6531339.5
31613,4855387.0
31614,16921126.0
31615,9758712.0
31616,11381486.0
31617,4772458.5
31618,7997620.5
31619,10032502.0
31620,4636790.5
31621,6383215.5
31622,42417716.0
31623,11630550.0
31624,4926372.0
31625,10706750.0
31626,5658323.5
31627,7033783.5
31628,10963942.0
31629,10616634.0
31630,3994271.8
31631,6273047.5
31632,18429382.0
31633,5213776.5
31634,8276686.5
31635,13140390.0
31636,6133522.0
31637,5445242.5
31638,7538555.5
31639,3962570.0
31640,10774446.0
31641,3867048.8
31642,3304049.5
31643,7025963.0
31644,8796776.0
31645,5919476.5
31646,9351028.0
31647,5212662.5
31648,11462772.0
31649,5925468.5
31650,7179410.0
31651,11491296.0
31652,6073954.5
31653,5854527.5
31654,6438755.0
31655,4557390.0
31656,17660092.0
31657,7530726.0
31658,4636790.5
31659,6860892.0
31660,5650615.5
31661,5117736.5
31662,7190219.5
31663,3867048.8
31664,3902639.5
31665,4489932.5
31666,5900432.0
31667,7832913.5
31668,9293950.0
31669,11358666.0
31670,7721989.5
31671,5932674.0
31672,8412844.0
31673,9494148.0
31674,9730488.0
31675,8274397.0
31676,7352711.0
31677,4829182.5
31678,5360081.0
31679,9136902.0
31680,6431299.5
31681,6706398.5
31682,4324224.5
31683,6865142.5
31684,4999762.5
31685,3758958.0
31686,12727988.0
31687,10991350.0
31688,9901002.0
31689,4086517.8
31690,7081853.0
31691,3951515.8
31692,5919476.5
31693,6330279.0
31694,9899428.0
31695,7190219.5
31696,3779642.8
31697,4999762.5
31698,3779642.8
31699,5404700.0
31700,5141122.5
31701,9404972.0
31702,5660746.0
31703,8479804.0
31704,6190332.5
31705,10804878.0
31706,5951933.5
31707,11602562.0
31708,8431184.0
31709,5346420.5
31710,12202848.0
31711,7951221.0
31712,8070376.0
31713,5776839.0
31714,5237601.5
31715,5374121.0
31716,5814140.5
31717,10701756.0
31718,5240241.0
31719,7458216.0
31720,5238053.0
31721,4950094.0
31722,7025963.0
31723,6321722.0
31724,6535094.0
31725,5323816.0
31726,13524558.0
31727,6660686.5
31728,4805741.0
31729,6658858.5
31730,3756122.8
31731,7153543.5
31732,8383155.0
31733,4256991.0
31734,4636790.5
31735,3304049.5
31736,7232693.5
31737,4884240.5
31738,5776839.0
31739,6121799.0
31740,8077078.5
31741,13094466.0
31742,12467194.0
31743,7820679.0
31744,4635918.5
31745,3901704.5
31746,9343964.0
31747,5312214.5
31748,18080732.0
31749,5154789.0
31750,9868544.0
31751,9056804.0
31752,4489932.5
31753,4223729.0
31754,9579246.0
31755,11826306.0
31756,2519665.2
31757,6382302.5
31758,6873895.0
31759,6304962.5
31760,5864372.0
31761,18046756.0
31762,2974654.5
31763,11882914.0
31764,5851373.0
31765,4223729.0
31766,7939399.0
31767,3788480.8
31768,7766287.0
31769,11122670.0
31770,3558981.8
31771,4086517.8
31772,8423876.0
31773,6686462.5
31774,6613402.0
31775,9261526.0
31776,2501585.5
31777,4354018.5
31778,8622638.0
31779,9204596.0
31780,7190219.5
31781,7516074.0
31782,7342734.0
31783,3539488.8
31784,5347635.0
31785,5940531.0
31786,4993337.0
31787,6865142.5
31788,6436144.5
31789,5864372.0
31790,4086517.8
31791,9395914.0
31792,7538555.5
31793,8749154.0
31794,6851598.5
31795,5719689.5
31796,4813846.0
31797,15258290.0
31798,7816449.5
31799,5674837.5
31800,5742300.5
31801,3758958.0
31802,6783669.0
31803,7624612.0
31804,5573465.0
31805,3758958.0
31806,7065870.5
31807,8341131.0
31808,10414942.0
31809,6601834.5
31810,3989029.0
31811,8374956.5
31812,6792042.5
31813,6309111.5
31814,6351086.0
31815,5864372.0
31816,5293084.5
31817,3779642.8
31818,6699144.5
31819,6258586.0
31820,11755466.0
31821,11326378.0
31822,6100778.5
31823,4855387.0
31824,3871622.5
31825,4934802.5
31826,6029276.0
31827,6954894.5
31828,6052739.0
31829,9408330.0
31830,5702984.0
31831,3666088.2
31832,12149540.0
31833,11249544.0
31834,6400142.0
31835,5103672.0
31836,7482454.0
31837,3995640.0
31838,8755818.0
31839,4921097.5
31840,9639078.0
31841,4999762.5
31842,7451091.5
31843,3758958.0
31844,6706398.5
31845,8728396.0
31846,4993337.0
31847,5454439.5
31848,5946927.5
31849,8106139.5
31850,6523135.0
31851,12501224.0
31852,9899428.0
31853,9798294.0
31854,6523135.0
31855,4673592.5
31856,8580692.0
31857,9969400.0
31858,12529052.0
31859,31853868.0
31860,6588201.0
31861,14862912.0
31862,7869166.5
31863,9891610.0
31864,3800579.5
31865,5366371.5
31866,3304049.5
31867,8329595.5
31868,4569736.0
31869,11276086.0
31870,3756122.8
31871,5240241.0
31872,11225986.0
31873,6411859.0
31874,4999762.5
31875,5809585.0
31876,4999762.5
31877,24956368.0
31878,3541233.8
31879,8213260.5
31880,11052902.0
31881,5103672.0
31882,13433704.0
31883,4999762.5
31884,5560918.5
31885,6551858.5
31886,9443386.0
31887,9254788.0
31888,4728377.0
31889,12881156.0
31890,4999762.5
31891,3226143.5
31892,4086517.8
31893,17070064.0
31894,7158130.0
31895,3888498.2
31896,4086517.8
31897,3858130.0
31898,4362333.5
31899,4204096.0
31900,5884083.5
31901,7182521.5
31902,7884597.5
31903,5433312.0
31904,4489932.5
31905,6894336.0
31906,4636790.5
31907,4086517.8
31908,3901704.5
31909,8096218.0
31910,4557390.0
31911,4086517.8
31912,6706398.5
31913,8946230.0
31914,6565042.5
31915,7219582.0
31916,4489932.5
31917,5100652.0
31918,5194449.0
31919,6613402.0
31920,4101580.0
31921,5395727.0
31922,5872964.0
31923,12855420.0
31924,9688520.0
31925,6568780.5
31926,8993214.0
31927,11403582.0
31928,7860486.0
31929,14049108.0
31930,8103258.0
31931,6503392.0
31932,8261268.0
31933,7736327.0
31934,5973092.0
31935,4970295.5
31936,4696834.5
31937,6638499.5
31938,5653802.0
31939,5735317.0
31940,7223353.5
31941,30183220.0
31942,6316343.0
31943,8514920.0
31944,4992799.0
31945,6136710.5
31946,11582658.0
31947,9752206.0
31948,6337936.5
31949,9165892.0
31950,12200720.0
31951,6409766.0
31952,5948330.5
31953,3883950.5
31954,10910928.0
31955,5086478.5
31956,8779098.0
31957,4524207.0
31958,4809842.5
31959,12101786.0
31960,7069823.0
31961,8464768.0
31962,5394712.0
31963,7069662.5
31964,5129535.5
31965,6601899.5
31966,13364352.0
31967,12621786.0
31968,8091280.5
31969,24532862.0
31970,6543045.5
31971,4514582.0
31972,5520801.5
31973,4855387.0
31974,7153543.5
31975,4125337.5
31976,4489932.5
31977,9316510.0
31978,5346420.5
31979,5499666.5
31980,5233935.5
31981,6719314.0
31982,9551418.0
31983,11710130.0
31984,7836479.0
31985,5186383.0
31986,4514582.0
31987,6252115.5
31988,8512830.0
31989,13824794.0
31990,3756122.8
31991,10005000.0
31992,5238555.0
31993,8186226.5
31994,7766287.0
31995,6907273.0
31996,10458816.0
31997,5371920.0
31998,4086517.8
31999,5504966.5
32000,6706398.5
32001,63146700.0
32002,24364132.0
32003,9335232.0
32004,7833954.0
32005,5233935.5
32006,16569960.0
32007,9758712.0
32008,6833083.5
32009,4086517.8
32010,7254552.0
32011,5445242.5
32012,2227686.5
32013,5098797.0
32014,6284763.0
32015,8078119.5
32016,6613402.0
32017,9973938.0
32018,7579449.0
32019,5511377.5
32020,5965161.0
32021,8535518.0
32022,5936140.0
32023,4180665.5
32024,6258586.0
32025,6146334.0
32026,4805741.0
32027,8166108.0
